ZCTA5CE10,INTPTLAT10,INTPTLON10,STUSPS
"20662","+38.4285071","-077.2053249",MD
"21771","+39.3946315","-077.1640213",MD
"21773","+39.5426551","-077.5515428",MD
"21774","+39.4103313","-077.2687519",MD
"21776","+39.5180058","-077.0997095",MD
"21777","+39.2713103","-077.5193762",MD
"21778","+39.6158060","-077.3284210",MD
"21779","+39.4268194","-077.6516346",MD
"21780","+39.6774173","-077.4655819",MD
"21781","+39.5710735","-077.7596484",MD
"21782","+39.4568257","-077.7623690",MD
"21783","+39.6518413","-077.5535734",MD
"21784","+39.4010843","-076.9737360",MD
"21787","+39.6776295","-077.1725906",MD
"21788","+39.5899788","-077.4138613",MD
"21790","+39.2608647","-077.4849014",MD
"21791","+39.5330532","-077.1885604",MD
"21793","+39.4936178","-077.3441217",MD
"21794","+39.2984216","-076.9661289",MD
"20735","+38.7509174","-076.9026690",MD
"20736","+38.6890747","-076.6277650",MD
"20737","+38.9642651","-076.9135381",MD
"20740","+39.0027447","-076.9317210",MD
"20742","+38.9896188","-076.9456954",MD
"20664","+38.3545872","-076.9254192",MD
"20667","+38.2152365","-076.4477560",MD
"20670","+38.2848482","-076.4076612",MD
"20674","+38.1347969","-076.5035484",MD
"20675","+38.5809280","-077.0224854",MD
"20676","+38.4932075","-076.5412347",MD
"20677","+38.4952535","-077.0367172",MD
"21795","+39.5806089","-077.8236976",MD
"21797","+39.3281830","-077.0714114",MD
"21798","+39.5363716","-077.3020238",MD
"21801","+38.3800726","-075.6370398",MD
"21802","+38.3447709","-075.5826964",MD
"20743","+38.8842300","-076.8933168",MD
"20744","+38.7583225","-076.9840437",MD
"20745","+38.8068882","-076.9951895",MD
"20746","+38.8364025","-076.9182650",MD
"24073","+37.1347360","-080.4231577",VA
"24077","+37.3662113","-079.9040218",VA
"24078","+36.7211708","-079.8995910",VA
"24079","+37.0566271","-080.1609425",VA
"24082","+36.6200856","-080.1165231",VA
"24083","+37.4051710","-079.9201884",VA
"24084","+37.1279592","-080.8458816",VA
"24085","+37.6793714","-079.8215482",VA
"20678","+38.5228202","-076.6013500",MD
"20680","+38.1091301","-076.3858857",MD
"20684","+38.1361427","-076.4101640",MD
"20685","+38.4343784","-076.5286813",MD
"20686","+38.1780036","-076.4295743",MD
"20687","+38.0636978","-076.3396891",MD
"20688","+38.3272586","-076.4643239",MD
"20689","+38.6629535","-076.5793751",MD
"20690","+38.1581474","-076.5348822",MD
"20692","+38.1745194","-076.4969380",MD
"20693","+38.4570678","-077.0895810",MD
"20695","+38.5914917","-076.9707842",MD
"20701","+39.1255630","-076.7854361",MD
"20705","+39.0494232","-076.9003618",MD
"24656","+37.1750551","-082.1249941",VA
"24657","+37.2265148","-081.8567819",VA
"20747","+38.8549910","-076.8833125",MD
"20748","+38.8148678","-076.9334470",MD
"20751","+38.7944370","-076.5611986",MD
"20754","+38.7305815","-076.6471543",MD
"20755","+39.1077832","-076.7471956",MD
"20758","+38.7333707","-076.5931483",MD
"20759","+39.1539772","-076.9311719",MD
"20706","+38.9658805","-076.8510916",MD
"20707","+39.0991696","-076.8797860",MD
"20708","+39.0481729","-076.8240359",MD
"20710","+38.9423683","-076.9259104",MD
"20711","+38.8010585","-076.6451073",MD
"20712","+38.9423613","-076.9645782",MD
"20714","+38.7224573","-076.5328125",MD
"21804","+38.3140818","-075.5321062",MD
"21810","+38.2996571","-075.7069823",MD
"20762","+38.8098033","-076.8691578",MD
"20763","+39.1352599","-076.8204367",MD
"20764","+38.8319382","-076.5043142",MD
"20765","+38.8419343","-076.5440441",MD
"20769","+38.9966705","-076.8186516",MD
"20770","+39.0029852","-076.8791652",MD
"24086","+37.2755801","-080.6322461",VA
"24087","+37.2215110","-080.2389299",VA
"24088","+36.8879040","-080.0779270",VA
"24089","+36.7085181","-079.9715550",VA
"24090","+37.5216988","-079.8865531",VA
"24091","+36.9199483","-080.3305254",VA
"24092","+37.0120306","-079.7578509",VA
"24093","+37.3838389","-080.8596194",VA
"24095","+37.2232104","-079.7372676",VA
"24101","+37.1735553","-079.7963867",VA
"24102","+36.8444038","-080.0022714",VA
"24104","+37.1336105","-079.4886351",VA
"24105","+36.9115772","-080.6036870",VA
"24112","+36.7211703","-079.8469270",VA
"24120","+36.6916357","-080.4139166",VA
"24121","+37.1689161","-079.6474107",VA
"24122","+37.4261973","-079.6921298",VA
"24124","+37.3163200","-080.8575381",VA
"24127","+37.4736031","-080.2310507",VA
"24128","+37.3399943","-080.4825443",VA
"24130","+37.6097377","-080.0024085",VA
"24131","+37.5706488","-080.2328696",VA
"24132","+37.2037760","-080.6592469",VA
"24133","+36.6697020","-080.1344305",VA
"24134","+37.2479233","-080.7775607",VA
"24136","+37.3317935","-080.6015980",VA
"20715","+38.9893926","-076.7413308",MD
"20716","+38.9264277","-076.7150280",MD
"20720","+38.9829702","-076.7858193",MD
"20772","+38.7802744","-076.7669897",MD
"20721","+38.9152216","-076.7851292",MD
"20722","+38.9345568","-076.9505961",MD
"20723","+39.1376783","-076.8679423",MD
"20724","+39.1010771","-076.8040031",MD
"20732","+38.6551400","-076.5425708",MD
"23510","+36.8524145","-076.2914801",VA
"23511","+36.9122319","-076.3258051",VA
"23513","+36.8897138","-076.2388601",VA
"22015","+38.7876940","-077.2787694",VA
"22025","+38.5977284","-077.3394584",VA
"22026","+38.5600407","-077.2962139",VA
"22027","+38.8948532","-077.2230482",VA
"22030","+38.8371855","-077.3404797",VA
"23517","+36.8696787","-076.2925691",VA
"23518","+36.9161180","-076.2153752",VA
"23523","+36.8323892","-076.2720822",VA
"23551","+36.9240481","-076.2886245",VA
"23601","+37.0378555","-076.4798088",VA
"22031","+38.8589199","-077.2602730",VA
"22032","+38.8214032","-077.2853096",VA
"22033","+38.8752183","-077.3847133",VA
"22035","+38.8547254","-077.3569829",VA
"22039","+38.7559630","-077.3141721",VA
"22041","+38.8493213","-077.1414717",VA
"22042","+38.8650238","-077.1971250",VA
"22043","+38.9008578","-077.1958796",VA
"22044","+38.8620439","-077.1543717",VA
"23306","+37.5610703","-075.8720259",VA
"23307","+37.4320389","-075.8711570",VA
"23308","+37.8386247","-075.6601238",VA
"23602","+37.1134155","-076.5179465",VA
"23603","+37.1910568","-076.5645354",VA
"23604","+37.1050260","-076.5747918",VA
"23605","+37.0186703","-076.4367018",VA
"23606","+37.0644080","-076.5216379",VA
"23607","+36.9705147","-076.4243390",VA
"22046","+38.8871477","-077.1823879",VA
"22060","+38.6993531","-077.1574972",VA
"22066","+39.0123574","-077.3019419",VA
"22730","+38.3744228","-078.1584603",VA
"22731","+38.3365642","-078.2573310",VA
"22732","+38.3146304","-078.1898840",VA
"22733","+38.3332604","-078.0461454",VA
"22734","+38.5261894","-077.7945632",VA
"22735","+38.4768977","-078.1742262",VA
"23310","+37.2589932","-075.9636574",VA
"23313","+37.1997304","-075.9456350",VA
"23314","+36.9590485","-076.5242797",VA
"23315","+36.7373896","-076.8405111",VA
"23316","+37.3031232","-075.9929641",VA
"23320","+36.7622883","-076.2116495",VA
"23321","+36.8003977","-076.4211521",VA
"23322","+36.6187123","-076.2270459",VA
"23323","+36.6969746","-076.3799246",VA
"22736","+38.3981652","-077.7045670",VA
"22737","+38.5810551","-078.0140400",VA
"22738","+38.2939307","-078.2809313",VA
"22740","+38.6456898","-078.2869532",VA
"22741","+38.4264433","-077.8683888",VA
"22742","+38.4663324","-077.7150723",VA
"22743","+38.5400396","-078.3814119",VA
"22747","+38.7090557","-078.1656739",VA
"22749","+38.6196553","-078.1802355",VA
"22801","+38.4035747","-078.8743279",VA
"22802","+38.4944890","-078.8631597",VA
"22807","+38.4339695","-078.8678703",VA
"22810","+38.8270907","-078.7965342",VA
"22811","+38.8110971","-078.9915210",VA
"22812","+38.3780766","-079.0271700",VA
"22815","+38.6085450","-078.8900942",VA
"22820","+38.7048362","-079.0190481",VA
"22821","+38.4806257","-079.1286419",VA
"22824","+38.8360744","-078.6318220",VA
"23324","+36.7997207","-076.2734466",VA
"23325","+36.8145478","-076.2384291",VA
"23336","+37.9546055","-075.3345219",VA
"23337","+37.9304113","-075.4860912",VA
"23347","+37.3392027","-075.9782567",VA
"23350","+37.5127051","-075.8625926",VA
"23354","+37.4628612","-075.9122473",VA
"23356","+37.9907903","-075.3824046",VA
"23357","+37.7556459","-075.6760277",VA
"23358","+37.6526594","-075.8679531",VA
"22827","+38.4106926","-078.5964403",VA
"22830","+38.6672442","-078.9750232",VA
"22831","+38.5765015","-079.0762423",VA
"22832","+38.4549155","-078.7597024",VA
"22834","+38.5592559","-078.8600458",VA
"22835","+38.6699630","-078.4536885",VA
"22840","+38.3418100","-078.8053229",VA
"22841","+38.3417933","-078.8924892",VA
"22842","+38.7780483","-078.6996608",VA
"22843","+38.3871058","-079.1426488",VA
"22844","+38.6615609","-078.6581188",VA
"22845","+38.7863319","-078.8164001",VA
"22846","+38.3893455","-078.7862424",VA
"22847","+38.7306366","-078.7173845",VA
"23359","+37.8849467","-075.5879820",VA
"23389","+37.6605134","-075.8347776",VA
"23395","+37.9763040","-075.4605896",VA
"23398","+37.5161278","-075.9440715",VA
"23401","+37.6274921","-075.7793963",VA
"23405","+37.4117238","-075.9265971",VA
"23407","+37.8452406","-075.5672675",VA
"23408","+37.4529132","-075.8434745",VA
"23409","+37.8876208","-075.6629073",VA
"23410","+37.6378371","-075.7369095",VA
"23413","+37.4728526","-075.8577630",VA
"23414","+37.8068144","-075.5798969",VA
"23415","+37.9695531","-075.5347034",VA
"23416","+37.9337682","-075.5633514",VA
"23417","+37.7590523","-075.7838152",VA
"23418","+37.6668678","-075.6871624",VA
"23420","+37.5990703","-075.8174824",VA
"23421","+37.7647804","-075.6117685",VA
"23422","+37.6353891","-075.8227349",VA
"23423","+37.5253010","-075.7143096",VA
"23426","+37.9241024","-075.6895410",VA
"23427","+37.9389292","-075.7205381",VA
"23430","+37.0012605","-076.6559316",VA
"23432","+36.8764522","-076.5539782",VA
"22849","+38.5253240","-078.6296265",VA
"22850","+38.5597924","-078.9263944",VA
"22851","+38.5630530","-078.5129070",VA
"22853","+38.6517046","-078.7587080",VA
"22901","+38.0877052","-078.5527443",VA
"22902","+37.9080445","-078.4041962",VA
"22903","+38.0069719","-078.5950604",VA
"22904","+38.0319568","-078.5240299",VA
"22911","+38.0970050","-078.4101473",VA
"22920","+37.9687137","-078.8055392",VA
"22922","+37.6937010","-078.9217651",VA
"22923","+38.1893129","-078.3166801",VA
"22931","+37.8989308","-078.7274293",VA
"22932","+38.1475075","-078.6964576",VA
"22935","+38.2539615","-078.5626563",VA
"22936","+38.1599975","-078.4991279",VA
"23433","+36.9180686","-076.4628633",VA
"22937","+37.7972289","-078.6192074",VA
"22938","+37.8658617","-078.7945266",VA
"22939","+38.1057788","-078.9740314",VA
"22940","+38.2857235","-078.6401718",VA
"22942","+38.1014433","-078.2021293",VA
"22943","+38.0401715","-078.7783426",VA
"22946","+37.8585854","-078.5713825",VA
"22947","+38.0439888","-078.3247215",VA
"22948","+38.3631650","-078.1289678",VA
"23062","+37.2629311","-076.5074888",VA
"23063","+37.7125533","-078.0061301",VA
"23064","+37.4967316","-076.3002891",VA
"23065","+37.8059585","-077.9324280",VA
"23066","+37.4956382","-076.2865848",VA
"23068","+37.5006862","-076.3351390",VA
"23069","+37.7715371","-077.3223772",VA
"23070","+37.5523031","-076.3890067",VA
"23071","+37.5453769","-076.4487923",VA
"23072","+37.2904437","-076.4477899",VA
"23075","+37.5582147","-077.3168772",VA
"23076","+37.4783764","-076.3003416",VA
"23079","+37.7168839","-076.6747405",VA
"23083","+37.3080388","-078.1173289",VA
"23084","+37.8849311","-078.1150468",VA
"22079","+38.6746055","-077.2097393",VA
"22101","+38.9402029","-077.1648824",VA
"22102","+38.9509510","-077.2295525",VA
"22124","+38.8948706","-077.3295147",VA
"22125","+38.6817290","-077.2618611",VA
"22134","+38.5217007","-077.3850527",VA
"22150","+38.7728635","-077.1865229",VA
"22151","+38.8040933","-077.2078041",VA
"22152","+38.7744932","-077.2320292",VA
"22153","+38.7449686","-077.2356400",VA
"22172","+38.5648466","-077.3712903",VA
"22180","+38.8954393","-077.2561334",VA
"22181","+38.9066515","-077.2933878",VA
"22182","+38.9384211","-077.2755203",VA
"22185","+38.8746046","-077.3040290",VA
"22191","+38.6229139","-077.2629379",VA
"22192","+38.6836989","-077.3146732",VA
"22193","+38.6440651","-077.3505450",VA
"22201","+38.8865659","-077.0952401",VA
"22202","+38.8568537","-077.0514952",VA
"22203","+38.8737290","-077.1172729",VA
"23187","+37.2688556","-076.7209413",VA
"23188","+37.3429358","-076.7638533",VA
"23192","+37.8203633","-077.6808141",VA
"23219","+37.5397686","-077.4355280",VA
"23220","+37.5493491","-077.4606059",VA
"23221","+37.5533062","-077.4935583",VA
"23222","+37.5829684","-077.4189072",VA
"22204","+38.8607880","-077.0989551",VA
"21037","+38.9192535","-076.5434919",MD
"21040","+39.4366269","-076.2897571",MD
"21042","+39.2771813","-076.8946024",MD
"21043","+39.2558362","-076.8014909",MD
"21044","+39.2052742","-076.8787373",MD
"21045","+39.2060417","-076.8282341",MD
"20001","+38.9103532","-077.0177386",DC
"20002","+38.9050256","-076.9836072",DC
"20003","+38.8818400","-076.9909398",DC
"21046","+39.1731159","-076.8420282",MD
"21047","+39.5213825","-076.4387844",MD
"21048","+39.4881251","-076.9150748",MD
"21050","+39.5853432","-076.3921644",MD
"21051","+39.4726914","-076.4558413",MD
"21052","+39.2055764","-076.4470666",MD
"21053","+39.6967919","-076.7146718",MD
"21054","+39.0480084","-076.7266329",MD
"21056","+39.0729414","-076.4285576",MD
"21057","+39.4487491","-076.5124737",MD
"20004","+38.8948852","-077.0286384",DC
"20005","+38.9046738","-077.0315776",DC
"20006","+38.8986085","-077.0414613",DC
"20007","+38.9143628","-077.0793392",DC
"20008","+38.9362376","-077.0599814",DC
"20009","+38.9191435","-077.0373808",DC
"20010","+38.9333665","-077.0303116",DC
"20011","+38.9525135","-077.0229909",DC
"20012","+38.9768729","-077.0326088",DC
"20015","+38.9668893","-077.0583229",DC
"21060","+39.1736398","-076.5776418",MD
"21061","+39.1619425","-076.6294436",MD
"21071","+39.4816575","-076.8109547",MD
"21074","+39.6216007","-076.8399277",MD
"21075","+39.2030827","-076.7507208",MD
"21076","+39.1685159","-076.7163512",MD
"20016","+38.9369297","-077.0900144",DC
"20017","+38.9384604","-076.9931625",DC
"20018","+38.9265762","-076.9744461",DC
"20019","+38.8914117","-076.9435754",DC
"21077","+39.1561359","-076.6976896",MD
"21078","+39.5592292","-076.1412483",MD
"21082","+39.4781115","-076.4734718",MD
"21084","+39.6135609","-076.4664414",MD
"21085","+39.4458801","-076.3570152",MD
"21087","+39.4493138","-076.4132403",MD
"21090","+39.2084800","-076.6725347",MD
"21093","+39.4391399","-076.6409501",MD
"21102","+39.6828343","-076.8505383",MD
"21104","+39.3469035","-076.9127573",MD
"21105","+39.7139457","-076.6512811",MD
"21108","+39.0903071","-076.6212634",MD
"21111","+39.5755353","-076.5896910",MD
"21113","+39.0535716","-076.7165772",MD
"21114","+39.0096257","-076.6842295",MD
"21117","+39.4275691","-076.7757593",MD
"21120","+39.6462041","-076.6748540",MD
"21122","+39.1208384","-076.4948271",MD
"21128","+39.4079473","-076.4482933",MD
"21130","+39.4773205","-076.1941813",MD
"21131","+39.5044922","-076.5891955",MD
"21132","+39.6946992","-076.4404051",MD
"21133","+39.3743853","-076.8117696",MD
"21136","+39.4837841","-076.7942077",MD
"21140","+38.9483001","-076.5790165",MD
"21144","+39.1209163","-076.6773210",MD
"21146","+39.0791362","-076.5586985",MD
"20020","+38.8604156","-076.9789332",DC
"20024","+38.8761223","-077.0253741",DC
"20032","+38.8337188","-077.0065907",DC
"20637","+38.5251120","-076.7559887",MD
"21152","+39.5410530","-076.6798931",MD
"21153","+39.4178440","-076.7005203",MD
"21154","+39.6574489","-076.3604752",MD
"21155","+39.5736188","-076.8060792",MD
"21156","+39.4372080","-076.3964858",MD
"20639","+38.6012434","-076.6054765",MD
"20640","+38.5227808","-077.2539601",MD
"20645","+38.2942415","-076.9110960",MD
"20646","+38.5242749","-077.0006598",MD
"20650","+38.2686537","-076.6331574",MD
"21213","+39.3150310","-076.5774287",MD
"21811","+38.3188766","-075.2167413",MD
"21214","+39.3517934","-076.5643999",MD
"21215","+39.3452409","-076.6835656",MD
"21216","+39.3105945","-076.6717168",MD
"21217","+39.3084728","-076.6391545",MD
"21218","+39.3301071","-076.6014512",MD
"21219","+39.2274589","-076.4433049",MD
"21220","+39.3472798","-076.3900797",MD
"24382","+36.9600158","-081.1013672",VA
"24401","+38.1343872","-079.0855635",VA
"24411","+38.1051278","-079.3112377",VA
"24412","+38.0537215","-079.8181361",VA
"24413","+38.5424536","-079.6002886",VA
"21221","+39.2892049","-076.4347699",MD
"21222","+39.2648400","-076.4925655",MD
"21223","+39.2829512","-076.6538772",MD
"24415","+37.9249995","-079.3170528",VA
"24416","+37.7224969","-079.3608638",VA
"24421","+38.2446506","-079.2451453",VA
"24422","+37.8305044","-079.7595019",VA
"24426","+37.7651331","-080.0838212",VA
"24430","+38.0869587","-079.3557985",VA
"24431","+38.1700357","-078.8428853",VA
"24432","+38.1480625","-079.4433596",VA
"24433","+38.4300013","-079.5016880",VA
"24435","+37.8726397","-079.3019376",VA
"24437","+38.2260686","-078.9392323",VA
"24439","+37.9938063","-079.4893058",VA
"24440","+37.9993571","-079.1654010",VA
"24441","+38.2260666","-078.8248730",VA
"24442","+38.3725299","-079.3846175",VA
"24445","+37.9446279","-079.8987401",VA
"24448","+37.7971102","-079.7885238",VA
"24450","+37.7789930","-079.5265781",VA
"24457","+37.7630710","-079.9439024",VA
"24458","+38.3157471","-079.5274724",VA
"24459","+38.0170240","-079.2983723",VA
"24460","+38.0198801","-079.6564591",VA
"24464","+37.8749722","-079.0940708",VA
"24465","+38.3845648","-079.6477583",VA
"24467","+38.2549934","-078.9713232",VA
"24471","+38.3132097","-078.7841797",VA
"24472","+37.9411573","-079.2085679",VA
"21224","+39.2748602","-076.5428334",MD
"21225","+39.2261173","-076.6157349",MD
"21226","+39.2088881","-076.5629259",MD
"21227","+39.2399698","-076.6794498",MD
"21228","+39.2728571","-076.7477405",MD
"21229","+39.2842394","-076.6914035",MD
"21230","+39.2661273","-076.6238067",MD
"21231","+39.2872004","-076.5919534",MD
"21234","+39.3934171","-076.5342276",MD
"21236","+39.3884211","-076.4835503",MD
"21237","+39.3415368","-076.4952701",MD
"21239","+39.3670990","-076.5891708",MD
"21240","+39.1753320","-076.6732466",MD
"21244","+39.3349524","-076.7766157",MD
"21250","+39.2556105","-076.7111793",MD
"21251","+39.3447070","-076.5812420",MD
"21252","+39.3937895","-076.6078193",MD
"21286","+39.4118361","-076.5732346",MD
"21401","+38.9879414","-076.5527162",MD
"21402","+38.9866336","-076.4728498",MD
"20110","+38.7468077","-077.4826328",VA
"20111","+38.7489677","-077.4278735",VA
"20112","+38.6645714","-077.4293257",VA
"20115","+38.8099467","-077.9118412",VA
"20117","+38.9988218","-077.7339374",VA
"20118","+38.9683390","-077.7370047",VA
"20119","+38.6103900","-077.6216217",VA
"24370","+36.9114147","-081.6897895",VA
"24374","+36.7837818","-081.2203602",VA
"24375","+36.7689442","-081.3871437",VA
"24377","+37.0002689","-081.5746923",VA
"20120","+38.8520461","-077.4707143",VA
"20121","+38.8110335","-077.4629439",VA
"20124","+38.7813316","-077.3913325",VA
"20129","+39.1720992","-077.6011235",VA
"20130","+39.0394336","-077.9438929",VA
"20132","+39.1672105","-077.7205700",VA
"20136","+38.7394675","-077.5556353",VA
"20137","+38.8065790","-077.7224372",VA
"20139","+38.6556820","-077.6941590",VA
"20141","+39.1123904","-077.7907039",VA
"20143","+38.8574197","-077.5634766",VA
"20144","+38.9230177","-077.9469759",VA
"24378","+36.6866909","-081.4433670",VA
"24380","+36.8597010","-080.5087637",VA
"24381","+36.7299885","-080.8406546",VA
"23890","+37.0091762","-077.1183191",VA
"23891","+37.0508207","-077.2124289",VA
"23894","+37.1222070","-077.8208221",VA
"23897","+36.8290084","-077.2836154",VA
"23898","+36.8382634","-076.8618697",VA
"23899","+37.2344165","-076.9740830",VA
"20147","+39.0419474","-077.4781301",VA
"20148","+38.9964432","-077.5205450",VA
"20151","+38.8956245","-077.4464969",VA
"20152","+38.9194727","-077.5023600",VA
"20155","+38.8103748","-077.6193616",VA
"22433","+38.3670574","-077.8593858",VA
"22435","+37.9667908","-076.5721065",VA
"23901","+37.3209243","-078.4208922",VA
"23909","+37.3005843","-078.3966385",VA
"23915","+36.6931405","-078.2874184",VA
"23919","+36.5934091","-078.1311540",VA
"23920","+36.7245168","-077.9752528",VA
"23921","+37.5863211","-078.6235353",VA
"23922","+37.1855118","-078.2163847",VA
"23923","+37.0871484","-078.6496924",VA
"23924","+36.8065757","-078.4220304",VA
"22436","+37.9968728","-077.0230025",VA
"22437","+37.7803531","-076.8117673",VA
"22438","+38.0410221","-076.9807407",VA
"22443","+38.1695144","-076.9868049",VA
"22448","+38.3363097","-077.0284536",VA
"22454","+37.8440321","-076.8336459",VA
"22460","+37.8692825","-076.6073594",VA
"22469","+38.0822895","-076.6503079",VA
"22473","+37.8874755","-076.4207493",VA
"22476","+38.0510972","-077.0726225",VA
"22480","+37.6625531","-076.4122261",VA
"22482","+37.7356311","-076.3461134",VA
"22485","+38.2771799","-077.1626355",VA
"22488","+38.0494552","-076.5874807",VA
"22503","+37.7504735","-076.5153260",VA
"22504","+37.7689223","-076.7206844",VA
"22508","+38.3131871","-077.7984717",VA
"22509","+38.1205184","-077.0799492",VA
"22511","+37.9910946","-076.5039808",VA
"22514","+37.9918197","-077.4174326",VA
"22520","+38.1185828","-076.8124189",VA
"22529","+38.0115515","-076.6895483",VA
"22530","+37.8978263","-076.2930466",VA
"22534","+38.0772160","-077.6721050",VA
"22535","+38.1547526","-077.1625372",VA
"22538","+38.1921764","-077.2621837",VA
"22539","+37.8606130","-076.2860355",VA
"22542","+38.2935174","-077.8808632",VA
"22546","+37.9426680","-077.4486656",VA
"22548","+37.8158030","-076.7047849",VA
"22551","+38.1698379","-077.7000230",VA
"22553","+38.2712019","-077.6492950",VA
"22554","+38.4267821","-077.3668512",VA
"22556","+38.4689247","-077.5152442",VA
"22560","+37.9158495","-076.9610857",VA
"22567","+38.2378575","-077.9275755",VA
"22205","+38.8834724","-077.1395317",VA
"22206","+38.8439193","-077.0893978",VA
"22207","+38.9066646","-077.1242382",VA
"22209","+38.8950231","-077.0754637",VA
"22211","+38.8801153","-077.0707925",VA
"22213","+38.8951013","-077.1625106",VA
"22214","+38.8688179","-077.0739666",VA
"22301","+38.8199476","-077.0596342",VA
"22302","+38.8278825","-077.0849208",VA
"22303","+38.7943803","-077.0788367",VA
"22572","+37.9653007","-076.7710674",VA
"22576","+37.6710649","-076.4557320",VA
"22578","+37.6365708","-076.3561338",VA
"22579","+37.7955978","-076.3149378",VA
"22580","+38.1091823","-077.4456826",VA
"22601","+39.1742030","-078.1742889",VA
"22602","+39.1442492","-078.2848073",VA
"22603","+39.2693542","-078.2132703",VA
"22610","+38.8246562","-078.2791427",VA
"22611","+39.1688824","-077.9846130",VA
"22620","+39.0681861","-078.0322787",VA
"22623","+38.8489266","-078.1406637",VA
"22624","+39.2697843","-078.0918410",VA
"22625","+39.3768045","-078.3093256",VA
"22627","+38.7579176","-078.1445687",VA
"22630","+38.9309135","-078.1764799",VA
"22637","+39.2568060","-078.3524865",VA
"22639","+38.8137793","-078.0190643",VA
"22640","+38.8110285","-078.1405700",VA
"22641","+39.0852067","-078.3858682",VA
"22642","+38.9468965","-078.0121380",VA
"22304","+38.8132039","-077.1122681",VA
"22305","+38.8364625","-077.0620981",VA
"22306","+38.7497900","-077.1074005",VA
"22307","+38.7719964","-077.0572751",VA
"22308","+38.7335086","-077.0610758",VA
"22969","+37.7975003","-078.6933716",VA
"22971","+37.7451211","-078.7931769",VA
"22972","+38.2157760","-078.2302847",VA
"22973","+38.3358953","-078.4786849",VA
"22974","+37.9725825","-078.2844549",VA
"22976","+37.8127636","-079.0566854",VA
"23938","+36.9053140","-077.9920257",VA
"22643","+38.8853926","-077.9835555",VA
"22644","+38.9497720","-078.4864776",VA
"22645","+39.0191808","-078.2747064",VA
"22646","+39.0725182","-078.0509290",VA
"22650","+38.7650839","-078.3646319",VA
"22652","+38.8400907","-078.4317481",VA
"22654","+38.9881290","-078.5723794",VA
"22655","+39.0663347","-078.2091728",VA
"22656","+39.2205100","-078.0905210",VA
"22657","+39.0025500","-078.3761780",VA
"22660","+38.9441106","-078.4315198",VA
"22663","+39.0525449","-078.1123204",VA
"22664","+38.8889193","-078.5324525",VA
"22701","+38.4387767","-077.9962612",VA
"22709","+38.3287309","-078.2137367",VA
"22711","+38.4671287","-078.2749784",VA
"22712","+38.5640083","-077.7572465",VA
"22713","+38.5607163","-078.1188163",VA
"22714","+38.5196714","-077.8954186",VA
"22715","+38.4139536","-078.1846953",VA
"22716","+38.6299903","-078.1030159",VA
"22718","+38.4771810","-077.8274601",VA
"21403","+38.9421231","-076.4896281",MD
"21405","+39.0275293","-076.5566816",MD
"21409","+39.0184350","-076.4425333",MD
"22980","+38.0998575","-078.8805491",VA
"22989","+38.2886818","-078.1310664",VA
"23002","+37.3510602","-077.9678752",VA
"23004","+37.6882884","-078.3992017",VA
"23942","+37.1343660","-078.2891961",VA
"23943","+37.2454566","-078.4541436",VA
"23944","+36.9159387","-078.1386109",VA
"23947","+37.0310871","-078.4447243",VA
"23950","+36.6587619","-078.0758744",VA
"23952","+36.9287032","-078.2985879",VA
"23954","+37.1063335","-078.3801075",VA
"23958","+37.2648934","-078.6596334",VA
"23959","+37.1051917","-078.7947489",VA
"23960","+37.3209623","-078.5520637",VA
"23962","+36.9987296","-078.6665061",VA
"23963","+37.2009728","-078.7985470",VA
"23964","+36.7689739","-078.6287596",VA
"23966","+37.3002621","-078.2591161",VA
"23967","+36.9131253","-078.6366045",VA
"23968","+36.7252627","-078.5285088",VA
"23970","+36.7505014","-078.1907606",VA
"23974","+36.9704553","-078.2552764",VA
"23976","+36.8444282","-078.5853074",VA
"24011","+37.2708500","-079.9414903",VA
"24012","+37.3104638","-079.9030457",VA
"24013","+37.2665030","-079.9230947",VA
"24014","+37.2228600","-079.9151910",VA
"24015","+37.2567596","-079.9813298",VA
"24016","+37.2734365","-079.9546872",VA
"20785","+38.9182912","-076.8819478",MD
"20794","+39.1514751","-076.7947026",MD
"21502","+39.6436951","-078.7551408",MD
"21520","+39.6247382","-079.3014792",MD
"21521","+39.5513711","-079.0414767",MD
"21522","+39.6102431","-079.2277527",MD
"23005","+37.7596963","-077.4818702",VA
"23009","+37.8209381","-077.1811656",VA
"23011","+37.4773539","-076.8124505",VA
"23015","+37.9298122","-077.6262479",VA
"23021","+37.3898250","-076.3776883",VA
"23022","+37.7310042","-078.2631545",VA
"23023","+37.7689581","-076.9637286",VA
"24017","+37.2976424","-079.9909726",VA
"24018","+37.2130549","-080.0417392",VA
"24019","+37.3465226","-079.9535799",VA
"24020","+37.3582160","-079.9441791",VA
"22719","+38.5348895","-078.2812517",VA
"22720","+38.4749561","-077.6441067",VA
"22722","+38.4662501","-078.2270591",VA
"22723","+38.3346049","-078.3803613",VA
"22724","+38.6146452","-077.8939812",VA
"22726","+38.3982004","-077.8165354",VA
"22727","+38.4075939","-078.2952919",VA
"22728","+38.5965444","-077.6756917",VA
"22729","+38.3741942","-078.0177579",VA
"20812","+38.9670408","-077.1438813",MD
"20814","+39.0048389","-077.1030042",MD
"20815","+38.9833856","-077.0793367",MD
"20816","+38.9569499","-077.1200056",MD
"20817","+38.9972787","-077.1518162",MD
"20818","+38.9734860","-077.1623891",MD
"20832","+39.1503487","-077.0782506",MD
