ZCTA5CE10,06:00:00,06:30:00,07:00:00,07:30:00,08:00:00,08:30:00,09:00:00,09:30:00
24630,341.09,341.43660000000006,341.30679999999995,341.8268,342.4766,343.0,343.45320000000004,345.08000000000004
24631,384.13320000000004,386.6768,387.05679999999995,388.37980000000005,387.8934,390.42999999999995,391.68319999999994,392.57340000000005
24634,403.2232,403.7402,404.77660000000003,405.98999999999995,407.0366,409.2166,409.3666,412.6634
24635,345.54,346.0566,346.72999999999996,347.81679999999994,348.8932,349.2598,350.59000000000003,353.0466
24637,355.2768,353.52660000000003,355.35679999999996,355.98339999999996,356.5198,355.9064,358.82320000000004,359.9032
24639,375.4102,376.92999999999995,376.66999999999996,377.9868,378.95020000000005,379.9768,381.9134,382.7134
24641,366.84020000000004,365.15999999999997,366.85319999999996,368.29,369.4866,369.1634,371.2900000000001,372.2432
24646,390.94,392.67300000000006,393.66999999999996,394.7464,395.21659999999997,397.2768,399.4432,399.85
24649,381.0132,382.7034,382.7998,384.1466,384.86340000000007,386.11,387.96,388.7732
24651,361.2134,360.0968,361.9366,364.6302,368.4868,369.54319999999996,371.56339999999994,372.83639999999997
22949,196.1432,187.3,185.66,184.8432,184.3632,185.0,186.1368,186.84660000000002
22952,187.83319999999998,178.91680000000002,175.9632,175.23,174.85320000000002,175.48340000000002,176.31019999999998,177.1466
22958,188.7932,179.25,176.8366,176.17,175.65,176.7868,177.1732,178.10999999999999
22959,171.4064,165.34,156.6432,154.8402,153.2902,153.0998,153.3866,155.11999999999998
22960,128.9632,126.9666,123.04360000000001,111.27000000000001,105.92,105.54339999999999,104.31020000000001,104.21679999999999
22963,164.2368,159.1134,148.98680000000002,147.21999999999997,145.6402,144.16339999999997,144.0134,144.5298
22964,194.80660000000003,188.8466,187.9702,187.0,188.48679999999996,188.0102,189.5734,189.7466
20774,38.09660000000001,46.493399999999994,52.10659999999999,55.919799999999995,56.8066,51.9134,44.3232,40.6934
20776,66.2398,72.3698,76.90979999999999,79.93320000000001,76.75980000000001,69.30680000000001,64.7366,60.7466
20777,56.78340000000001,61.8402,68.57660000000001,71.49,69.6764,62.8064,57.1534,53.4132
20778,56.7332,62.07000000000001,67.61339999999998,67.38340000000001,65.5198,59.03679999999999,57.5566,55.62339999999999
20779,55.6066,60.916599999999995,66.39359999999999,66.13660000000002,64.23660000000001,57.78679999999999,56.313199999999995,54.410000000000004
20781,26.2168,32.023399999999995,35.3202,38.056799999999996,39.2702,39.526599999999995,34.736599999999996,30.6
22967,199.1932,193.1002,193.2632,192.1736,193.8834,194.0932,195.3234,195.71
22968,147.9068,149.53320000000002,145.15019999999998,137.0366,137.87999999999997,129.26659999999998,126.9268,124.48319999999998
20782,36.3498,41.0766,44.7736,48.163199999999996,50.1766,46.836800000000004,41.3466,36.836400000000005
21550,212.22660000000002,208.7002,210.3566,204.3166,204.59980000000002,203.17,202.7868,203.5034
21555,166.0366,164.3164,158.7134,161.55,159.2432,158.0434,156.5702,156.7034
21557,210.5632,201.9134,194.6164,191.21999999999997,187.4568,186.1068,186.07,185.8834
21561,214.2802,205.2866,197.4298,194.85999999999999,191.88320000000002,191.06659999999997,191.39319999999998,191.32
21562,199.05,191.2432,183.4368,177.54339999999996,174.31,172.29659999999998,171.8166,171.91660000000002
20601,54.68299999999999,61.916599999999995,69.25019999999999,69.28979999999999,62.650200000000005,54.1802,48.8534,47.743399999999994
20602,55.2432,61.82000000000001,68.5166,66.06320000000001,63.843399999999995,58.726800000000004,55.919999999999995,53.81
20603,47.803200000000004,53.696600000000004,62.1168,58.85980000000001,56.8798,51.5034,47.61,45.3832
20606,107.1434,111.98000000000002,109.62659999999998,102.1898,93.97,91.05639999999998,90.7334,90.0368
20607,37.1334,41.226600000000005,49.239999999999995,50.9632,47.123400000000004,44.256800000000005,38.693200000000004,36.1466
20608,65.23639999999999,72.5102,76.0334,74.8302,67.6034,60.559799999999996,56.6034,54.7966
20609,103.71,107.46,106.5966,99.1766,92.63980000000001,87.9702,87.5466,86.9668
20611,69.2698,78.2234,80.0866,78.03659999999999,73.28659999999999,69.53,67.29339999999999,65.5834
21601,103.87640000000002,110.16979999999998,111.94680000000001,109.69659999999999,100.6832,95.0766,91.4234,90.4202
21607,109.61659999999999,114.67680000000003,116.73979999999999,112.33,103.82000000000001,98.00999999999999,94.5566,93.8632
21610,142.17000000000002,144.53320000000002,140.7166,132.1698,125.9766,122.9734,122.28320000000001,120.96000000000001
21612,140.72320000000002,142.5634,140.1832,131.5132,125.9066,122.12339999999999,120.98679999999999,120.0334
21613,138.4134,140.3268,137.61679999999998,129.5,124.4866,121.0232,120.4568,118.81320000000001
21617,93.9066,101.0734,104.55,101.7832,94.43,86.47,82.6166,81.53020000000001
20612,78.8968,86.64000000000001,87.67999999999999,82.88000000000001,76.36659999999999,67.9302,66.26,64.9568
20613,48.1,55.886799999999994,64.0568,64.76,58.7168,51.4002,45.1666,42.9134
20615,86.65979999999999,93.6934,93.85319999999999,92.06979999999999,85.7834,83.25,81.8432,81.1766
20616,56.85,62.70679999999999,69.8736,66.6632,64.73,58.56,55.629999999999995,53.396800000000006
20617,69.9134,76.4132,79.6366,78.3768,70.8266,62.9832,60.0732,59.016600000000004
20618,101.7064,105.78659999999999,104.6602,97.6532,90.8966,86.1866,85.5934,85.0432
20619,101.0866,105.79339999999999,106.47,98.40679999999999,92.78639999999999,86.98659999999998,85.9464,86.0668
20620,119.0332,121.86979999999998,117.2366,110.0968,105.6634,101.4932,99.4702,99.4066
20621,96.0068,102.08680000000001,101.67660000000001,95.2936,87.43980000000002,83.4834,81.85319999999999,81.4034
20622,73.74680000000001,82.57000000000001,84.6132,82.4402,77.55019999999999,73.14680000000001,71.17999999999999,70.5368
21619,77.27360000000002,83.98999999999998,89.58319999999999,89.51320000000001,84.57679999999999,76.0834,70.79679999999999,67.81640000000002
21620,123.71,127.93000000000002,126.41660000000002,119.08319999999999,112.1834,108.22319999999999,105.6268,104.46340000000001
21622,169.15680000000003,166.38000000000002,158.4334,153.32999999999998,149.6534,149.0436,147.60660000000001,146.8834
21623,101.44019999999999,107.15,109.31679999999999,105.6566,97.6234,91.7668,87.8802,87.10319999999999
21624,138.6998,140.30339999999998,137.06,129.41660000000002,124.32000000000001,119.8868,119.00339999999998,117.5164
21625,103.1934,109.29659999999998,110.8166,107.75999999999999,98.98339999999999,93.6566,89.63680000000001,89.0436
21626,171.95999999999998,169.2832,160.88,155.0734,152.6866,151.9734,150.7398,150.29340000000002
21627,188.01000000000002,181.4668,173.97660000000002,169.5366,169.41019999999997,167.52339999999998,166.6466,166.81660000000002
21628,118.35340000000001,122.1634,121.2334,115.70340000000002,108.1532,103.16659999999999,100.2098,99.1368
21629,107.6368,113.33999999999999,114.85640000000001,110.9334,101.9666,96.53299999999999,93.0202,92.3102
21631,138.76659999999998,140.6566,137.91659999999996,129.7234,124.32339999999999,120.8866,120.14979999999998,118.6036
21632,129.6464,133.0734,130.3934,123.66680000000001,115.80320000000002,111.64680000000001,110.6932,109.00999999999999
23223,136.5632,134.2868,125.8332,118.4164,114.44660000000002,114.14680000000001,111.9934,112.19659999999999
21634,169.8268,167.17,158.5768,152.63000000000002,150.0866,149.41320000000002,148.20659999999998,147.7132
21635,123.5068,127.36000000000001,126.2234,118.9864,111.7634,107.6934,105.14679999999998,103.8732
21636,120.0136,123.74360000000001,122.91659999999999,115.74359999999999,109.5332,104.64319999999998,101.8468,100.79999999999998
21638,77.9132,85.20320000000001,90.25659999999999,89.57000000000001,84.73679999999999,76.55,71.30639999999998,68.37339999999999
21639,116.42999999999999,120.2566,119.5232,114.07300000000001,106.42340000000002,101.34,98.30340000000001,97.37
21640,123.03320000000001,126.49359999999999,125.0798,117.80999999999999,110.5202,106.0436,104.25319999999999,102.93000000000002
21641,95.40339999999999,103.93020000000001,107.37659999999998,103.57000000000001,97.21000000000001,89.9034,85.82,84.8136
21643,132.66,135.86679999999998,132.39319999999998,126.54340000000002,119.5134,115.65680000000002,114.8134,113.25
21644,110.0666,116.2064,116.85319999999999,112.60340000000001,103.6768,98.2468,94.92999999999999,94.0632
21645,131.86999999999998,135.58020000000002,131.70659999999998,125.65000000000002,117.87,114.0202,113.0134,111.6368
21647,131.05019999999996,135.07,131.4732,125.77000000000001,118.8036,114.36680000000001,113.09,111.38339999999998
21648,149.9266,150.5836,146.3368,138.55659999999997,133.1968,131.387,129.6234,128.4198
21649,119.36000000000001,123.25,122.46679999999999,116.73339999999999,109.14679999999998,104.05,101.12660000000001,100.13
21650,125.1066,128.1098,127.07340000000002,119.8468,112.30340000000001,108.82000000000001,106.2734,105.35320000000002
21651,118.53020000000001,122.43320000000001,121.6502,114.6366,108.38,103.3398,100.5232,99.5366
21652,146.7766,147.6134,144.42680000000001,136.0868,130.0936,126.8702,125.51680000000002,124.81679999999999
21653,112.867,119.6498,119.96660000000001,115.88,108.2434,102.55,99.5634,98.22
21654,119.82339999999999,123.42,123.81680000000001,117.6,110.9734,106.0234,103.66,101.7302
21655,118.56000000000002,122.09020000000001,122.3534,116.47999999999999,109.7902,104.0402,102.19659999999999,100.4668
21657,100.41319999999999,106.12339999999999,108.27000000000001,104.7068,96.5998,90.73999999999998,86.8598,86.1202
20623,36.6632,43.3464,48.7102,51.290000000000006,52.1032,47.4266,40.47,38.7566
20624,94.4434,101.49,101.7898,95.57,86.60319999999999,82.8432,81.17980000000001,80.6734
20625,98.2232,101.45339999999999,98.973,96.9532,91.0966,89.78,88.1366,88.2802
20626,113.5066,115.1566,111.61659999999999,105.7234,95.93660000000001,94.4768,93.59639999999999,92.9366
20628,126.71,129.26,122.38000000000002,114.71340000000001,110.7266,108.09020000000001,107.96000000000001,106.5566
20629,95.5664,99.6966,99.7132,96.63,92.0,89.41340000000001,88.0966,88.07339999999999
20630,130.2566,131.6868,125.2868,119.38320000000002,113.8966,111.9598,112.1532,111.50999999999999
20632,73.4266,82.34020000000001,84.2032,81.92,77.4166,73.61659999999999,71.3066,69.7768
20634,101.6932,105.9934,106.83999999999999,98.89359999999999,92.07660000000001,87.46979999999999,86.52680000000001,86.5968
20636,93.8168,100.1534,102.1534,94.5864,87.0334,81.67339999999999,80.0932,80.0702
23224,140.79000000000002,136.14000000000001,130.33980000000003,121.9434,120.62,119.2002,117.35,117.28
23225,138.01979999999998,133.32999999999998,127.30320000000002,118.6668,117.5634,115.54339999999999,113.63000000000002,113.5768
23226,137.5266,134.8134,125.74660000000002,118.48679999999999,115.3298,114.31299999999999,112.8632,112.9334
23227,130.57999999999998,127.41980000000001,121.28,111.00999999999999,106.76999999999998,106.2868,104.92339999999999,104.6134
23228,131.8234,128.87,122.85320000000002,112.46340000000001,107.96340000000001,107.6932,106.2568,106.03
23229,140.0068,136.02679999999998,130.27,122.4866,122.5266,121.2464,119.73679999999999,119.5068
23230,132.6634,129.89,124.2166,114.35319999999999,110.19659999999999,109.6932,107.9068,106.96
21813,185.5532,181.13320000000002,173.9736,170.4932,169.6866,167.6932,167.0568,166.6232
21814,190.4734,183.4666,176.1168,172.3334,171.5266,169.507,169.06,169.51000000000002
21817,203.13000000000002,195.5368,190.0002,188.54659999999998,186.8464,186.28000000000003,185.32019999999997,186.6868
21821,201.9634,194.3066,188.58020000000002,186.39339999999999,185.0366,184.37,183.5266,184.86679999999998
21822,177.5732,173.9134,165.7432,159.65320000000003,157.20659999999998,155.7832,154.82999999999998,154.39
21824,209.62980000000002,203.2732,199.79340000000002,198.01,196.4266,195.53979999999996,196.0802,196.9034
21826,175.01319999999998,172.04000000000002,163.9098,158.55,156.7132,155.5566,155.0534,154.4134
21829,199.2934,191.21660000000003,184.9468,182.92,181.9466,181.3366,180.95340000000002,181.86320000000003
21830,165.6432,162.05020000000002,155.72,149.2932,145.4232,144.7234,142.8366,142.2832
21835,137.0598,138.9166,136.1998,127.9366,122.75999999999999,119.07340000000002,118.34,116.7832
21837,150.7834,151.5732,145.0,138.7434,133.6234,131.4634,129.7166,129.0232
21838,200.9632,193.0434,187.3868,185.64679999999998,184.0468,183.3068,182.3234,183.7466
21840,194.82659999999998,187.71,181.8898,178.0266,177.63320000000002,175.4732,174.9766,175.56660000000002
21841,192.21679999999998,186.37359999999998,179.8732,177.3498,176.82999999999998,174.59999999999997,173.74,174.52020000000002
21842,195.1,188.2466,183.0902,180.72320000000002,179.60340000000002,178.83999999999997,177.37340000000003,178.3298
21849,173.27980000000002,170.6764,162.6634,156.41019999999997,154.53640000000001,152.9866,151.9866,151.2364
21850,178.5834,174.79000000000002,167.5264,161.9034,159.9432,158.17000000000002,156.94660000000002,156.3398
21851,198.92000000000002,190.51999999999998,185.57000000000002,182.5534,181.99360000000001,181.39659999999998,180.21679999999998,180.56
21853,184.4332,177.27000000000004,171.5666,167.5366,165.4632,163.97660000000002,163.12999999999997,163.58339999999998
21856,183.7402,176.9098,170.9266,166.2898,163.85,162.34019999999998,161.60660000000001,161.9798
21861,160.1534,159.0168,152.07000000000002,144.82999999999998,140.95999999999998,140.32999999999998,138.0634,137.7368
21862,184.92319999999998,179.2366,172.2098,169.5232,168.7368,167.3666,165.78,165.5202
21863,186.7868,179.7,173.01999999999998,168.6402,167.6966,166.3366,165.48319999999998,165.80339999999998
21864,203.17000000000002,195.22340000000003,189.3734,187.1732,186.28680000000003,185.64659999999998,185.3766,186.33679999999998
21865,183.6566,176.91680000000002,170.9934,166.35660000000001,163.9168,162.39299999999997,161.6734,162.0502
21866,204.45340000000002,196.91339999999997,191.54659999999998,190.20319999999998,188.7068,188.2466,187.4734,188.7366
21867,197.5168,189.4368,184.1834,181.5966,180.61020000000002,179.7334,178.19,178.81
21869,158.5532,158.1034,151.3066,143.64360000000002,139.16,138.7934,136.7132,136.0934
21871,192.7334,185.7666,179.9466,177.0234,176.07319999999999,175.1632,173.8568,174.21980000000002
21872,184.57659999999998,177.64339999999999,170.57340000000002,167.39,166.4432,164.41320000000002,163.18339999999998,163.76999999999998
23231,142.78979999999999,138.4934,131.10999999999999,122.93999999999998,121.0264,119.59020000000001,118.33999999999999,118.5332
23233,137.323,134.61659999999998,125.95660000000001,118.15,113.8468,113.64320000000001,112.27000000000001,112.2664
23234,142.7866,138.4298,131.5834,123.72,123.38,121.1336,118.96679999999999,118.65339999999999
23235,142.06980000000001,137.61640000000003,131.10660000000001,123.75659999999998,123.3732,120.75,118.3068,118.3934
23236,143.9098,139.573,132.6166,128.1432,127.07339999999999,122.8432,119.99659999999999,119.9334
23237,146.42680000000001,141.8568,134.6268,128.60320000000002,127.6634,126.17660000000001,123.14019999999998,122.64000000000001
23238,141.7966,137.24640000000002,130.2534,121.6568,119.2702,118.35679999999999,117.3466,117.37660000000001
21874,179.0468,175.06339999999997,167.8866,162.3998,160.4702,158.6532,157.4034,156.82
21875,165.9734,163.6166,157.48,152.9668,148.3,146.6732,146.0034,144.76659999999998
21890,188.8502,182.04,174.7368,171.4066,170.84679999999997,169.26000000000002,168.5266,168.92019999999997
21901,135.86,143.7166,140.12999999999997,133.08,122.62660000000001,114.4432,111.58,108.41659999999999
21902,134.4202,142.4,137.9534,131.8768,122.0,112.77680000000001,109.60679999999999,106.74000000000001
21903,129.66660000000002,138.39659999999998,134.2368,127.58,118.70660000000001,109.35320000000002,105.8566,102.79339999999999
21904,118.5134,131.7832,129.9632,123.33340000000001,114.24680000000001,105.46979999999999,99.46000000000001,96.6834
21911,139.3066,146.6,143.1402,135.8966,124.14680000000001,116.6532,113.6102,110.8
21913,134.2232,136.80679999999998,133.1568,126.86980000000001,119.22319999999999,115.37359999999998,114.34,113.1534
21914,134.72,142.5166,138.48,131.9332,122.29339999999999,112.9702,109.95659999999998,107.2634
21915,154.84,155.8766,151.91660000000002,144.1168,134.4966,128.2268,125.13,123.0098
21916,145.0464,151.10340000000002,146.3266,138.85020000000003,127.3,121.5,118.89359999999999,116.08
21917,134.1,142.02339999999998,137.70319999999998,130.6132,121.1132,111.97659999999999,108.99000000000001,106.12
21918,144.6266,151.2798,146.62999999999997,137.7302,126.42,120.52000000000001,118.2536,115.4334
21919,142.16000000000003,144.71,140.4134,132.1666,126.14659999999999,122.74000000000001,122.0066,120.9
21920,146.8032,150.8032,145.8698,138.29000000000002,126.3798,120.72,117.80339999999998,115.14679999999998
21921,150.65660000000003,151.9234,147.65320000000003,138.91320000000002,129.8532,123.35,120.8232,118.32660000000001
21930,130.40680000000003,134.13660000000002,130.1532,124.13640000000001,116.03320000000001,112.30980000000002,111.19660000000002,109.84679999999999
20783,31.6498,36.19019999999999,38.1336,42.4198,47.3902,44.543400000000005,42.1,41.940000000000005
20784,24.7866,30.369999999999997,33.393600000000006,38.0034,38.703199999999995,38.226800000000004,33.47,28.9634
23250,141.96,137.44340000000003,130.5532,122.26680000000002,120.5634,118.66980000000001,117.75999999999999,117.7568
23294,134.1466,131.7466,124.84,116.34,112.4168,112.19000000000001,110.30999999999999,110.4334
23301,230.64339999999999,227.1166,224.81,223.59319999999997,222.8832,223.45680000000002,224.3,224.06019999999998
23302,215.57,210.0332,206.6002,205.7168,205.2766,204.1,204.6734,206.0266
23303,209.98319999999998,203.64659999999998,199.6832,198.773,197.32319999999999,196.29340000000002,197.04339999999996,198.0768
23304,199.05,195.53979999999999,194.6,195.14,195.18339999999998,194.48999999999998,195.9366,197.3136
22309,25.539799999999996,27.1166,29.873200000000004,35.5366,36.2434,34.44,31.51,30.8534
22310,20.8702,23.906399999999998,28.9668,35.303399999999996,34.773399999999995,30.573400000000003,25.4666,23.6866
22311,12.350200000000001,13.360000000000003,15.35,19.1402,18.7934,18.1966,15.6334,13.530000000000001
22312,15.079999999999998,17.589999999999996,20.906600000000005,27.576800000000002,26.096600000000002,23.7498,18.19,15.723400000000002
22314,12.0166,11.8268,12.48,14.4402,16.2868,16.4232,14.7,13.8868
22315,22.880000000000003,26.810000000000002,31.2134,36.413399999999996,35.943200000000004,33.8802,26.6036,24.0832
22401,77.0532,85.88680000000001,84.31980000000001,80.8432,71.63,63.266600000000004,61.4,60.696799999999996
22405,81.1332,88.96,87.9268,82.7732,74.0198,66.5032,64.84020000000001,63.943200000000004
22406,83.8134,91.86659999999999,90.70660000000001,83.84,75.75,67.78,67.1698,66.0764
20105,49.92,55.29659999999999,64.2798,68.75,67.63,62.70340000000001,60.293400000000005,63.353199999999994
20106,97.24659999999999,107.5266,110.72999999999999,105.56979999999999,99.68339999999999,96.45660000000001,93.39320000000001,86.7466
23824,184.0232,176.12,177.1202,174.00680000000003,170.0,169.4468,170.1732,170.76360000000003
23827,199.12,196.82340000000002,196.35999999999999,194.04000000000002,191.84980000000002,191.54339999999996,193.217,193.82980000000003
23828,201.9768,201.64659999999998,200.2534,197.7268,195.66000000000003,196.22660000000002,196.7066,197.64659999999998
23829,195.04,189.6132,188.6132,186.35999999999999,183.1732,183.08999999999997,184.1734,185.0266
23830,167.23,159.0868,153.6568,152.3268,150.60660000000001,147.2932,147.02980000000002,147.39
22407,84.73339999999999,93.61,92.20340000000002,85.5266,76.3802,70.2702,68.8066,67.8668
22408,88.52000000000001,95.5398,93.5902,87.49660000000002,77.4,71.46000000000001,70.27000000000001,69.3266
22427,129.10340000000002,127.53999999999999,122.85319999999999,110.8268,107.22999999999999,106.32339999999999,104.81319999999998,104.59
22432,176.8134,168.2366,163.83999999999997,163.9468,162.78,162.2932,162.9298,163.2734
24137,272.9234,272.8234,273.5334,275.45680000000004,275.0968,275.8766,275.8902,276.46
24138,274.24999999999994,271.1068,269.36659999999995,269.63980000000004,267.61,268.53020000000004,267.6332,268.95
24139,265.13320000000004,265.0398,265.5466,266.8866,267.5032,268.2464,268.5032,268.5334
24141,265.5168,259.7734,259.0666,256.99339999999995,257.0834,256.7834,256.09340000000003,256.4168
24142,267.44660000000005,261.4098,260.43019999999996,259.3266,259.3302,259.1334,258.44320000000005,258.8032
24147,298.92,296.9732,297.35980000000006,295.71,297.6168,296.03000000000003,297.4034,296.4366
24149,269.54679999999996,263.34000000000003,261.9098,262.33340000000004,261.0434,261.72020000000003,260.62340000000006,261.3002
24150,293.80679999999995,291.3666,291.80999999999995,293.3134,294.4968,293.9898,294.6334,294.2898
24151,267.84340000000003,261.7368,261.8566,261.0466,259.6966,259.57320000000004,259.2634,259.4932
24153,243.66680000000002,241.4366,235.29680000000002,234.29680000000002,233.84319999999997,231.7902,232.32000000000002,231.63320000000004
24161,262.7802,262.5566,263.13,264.71320000000003,265.1032,265.9264,266.1468,266.1136
24162,259.9566,252.16660000000002,250.25,248.47019999999998,248.9498,247.18680000000003,247.86640000000003,247.60340000000002
24165,302.38680000000005,301.1934,301.99,299.4734,299.9268,299.6102,300.2568,300.13980000000004
24167,286.0466,286.14,284.4098,284.79979999999995,284.2768,284.08320000000003,284.4434,284.1634
23831,153.1466,145.71660000000003,137.6466,134.3,134.4134,132.92680000000001,130.33659999999998,129.89
23832,149.7766,144.6266,136.6568,133.1634,132.14339999999999,127.89340000000001,125.3898,125.42999999999999
23833,174.8502,167.0568,161.75320000000002,161.17999999999998,158.8666,156.85340000000002,156.34679999999997,156.7636
23834,153.50320000000002,146.1166,137.45999999999998,134.6368,134.53,132.15320000000003,129.7834,129.3168
23836,147.48999999999998,142.8866,134.83319999999998,126.94679999999998,125.94000000000001,124.17,122.9,123.06000000000002
20109,47.0498,54.156600000000005,59.9132,65.0132,63.46319999999999,58.61,53.62339999999999,52.910000000000004
24168,284.00660000000005,282.7002,281.62019999999995,282.4266,280.8566,281.21320000000003,280.98339999999996,280.62659999999994
24174,238.74679999999998,237.2234,231.66680000000002,230.9598,230.05,229.50679999999997,229.57319999999999,229.35320000000002
24175,231.8234,230.65300000000002,224.11000000000004,223.70999999999998,221.4,222.64000000000001,220.96660000000003,221.0668
24176,271.95,271.8834,272.57680000000005,274.35679999999996,274.1134,274.8932,274.7232,275.19000000000005
24179,257.2134,250.57319999999999,249.66320000000002,249.72979999999998,251.40320000000003,250.57340000000005,250.02339999999998,249.6134
24184,262.5234,256.9636,256.73999999999995,255.18999999999997,255.74020000000002,254.95340000000002,254.95,255.157
24185,294.59319999999997,293.40020000000004,294.2134,294.3466,296.9468,296.21680000000003,297.77020000000005,297.65
24201,346.4502,346.2268,345.8366,345.6466,346.1402,346.29,346.5832,348.94019999999995
24202,356.7332,355.0602,356.1868,355.3034,356.66999999999996,356.72339999999997,358.29,360.16659999999996
24210,352.57680000000005,351.43999999999994,352.20660000000004,352.10659999999996,354.3366,353.9534,355.9464,357.28319999999997
24211,341.4134,342.02680000000004,339.84340000000003,341.09,341.60319999999996,342.0832,342.59340000000003,344.5766
24217,393.7,394.7432,394.7898,396.13,395.9836,397.93999999999994,400.09000000000003,400.72679999999997
24219,408.49000000000007,410.17359999999996,412.6134,412.0702,414.76660000000004,415.8036,417.13679999999994,419.3432000000001
24220,394.57,395.48999999999995,395.7202,396.8,396.8266,398.8832,400.3434,401.4766
24221,422.44660000000005,423.68320000000006,426.71999999999997,428.4067999999999,430.7468,431.73019999999997,433.5,437.1932
24224,371.14660000000003,368.8968,370.98,372.2134,373.35,373.3402,375.43999999999994,376.5532
24225,386.31,387.7366,388.0734,390.37660000000005,389.67679999999996,392.1834,393.27,394.8934
24226,417.35339999999997,419.18320000000006,422.00339999999994,422.21999999999997,426.67339999999996,428.26980000000003,430.27,434.7868
24228,422.8134,425.01000000000005,428.0666,428.57340000000005,431.75319999999994,432.8002,436.16999999999996,439.59340000000003
24230,393.01980000000003,394.8268,396.74339999999995,398.72659999999996,398.2732,401.1366,402.55,405.00020000000006
24236,345.18,345.1168,344.69,344.4568,345.12340000000006,345.58000000000004,346.16679999999997,348.5032
24237,405.96999999999997,407.4102,409.7866,410.23999999999995,413.83360000000005,415.25339999999994,416.7232,419.23999999999995
24239,390.7166,391.61,391.4268,392.8598,392.28000000000003,394.7432,396.7866,397.10339999999997
24243,418.0532,418.5366,420.91999999999996,422.36679999999996,425.11319999999995,426.5032,426.91,429.98999999999995
24244,402.5400000000001,402.47679999999997,404.2866,406.89000000000004,408.9634,410.6934,411.7234,413.7434
24245,388.54,389.1334,390.6166,392.7534,391.87980000000005,394.65,395.66999999999996,397.15340000000003
23651,190.83340000000004,182.82659999999998,181.16320000000002,180.49679999999998,180.5434,180.79000000000002,181.7066,182.87
23661,185.6602,178.46999999999997,174.34019999999998,174.08339999999998,172.2932,172.32,172.64659999999998,173.9266
23662,187.32,179.11020000000002,177.69,176.5666,175.38000000000002,175.83999999999997,176.6768,177.59
23663,187.54659999999998,179.15,177.0032,176.3434,175.08319999999998,175.10999999999999,175.89659999999998,177.4698
23837,188.47660000000002,180.58319999999998,180.95680000000002,178.8,176.3502,175.24,175.42999999999998,177.4234
23838,158.50000000000003,153.38979999999998,144.5198,145.3734,142.33339999999998,137.6866,136.60999999999999,137.2066
23839,185.3132,177.0134,175.8536,174.65019999999998,173.3866,173.5966,174.7166,176.07340000000002
23840,175.5534,167.4832,162.0202,161.46359999999999,159.27,156.8564,156.61319999999998,157.17680000000001
23841,172.92680000000001,165.83319999999998,160.5034,158.8832,157.6132,154.40019999999998,154.1302,154.7902
23842,167.4868,159.59980000000002,151.4666,150.1568,148.6434,147.2098,147.2836,148.01659999999998
23843,185.9664,177.66,177.41,176.10340000000002,173.37320000000003,171.76999999999998,171.62640000000002,173.06
23844,196.64659999999998,191.0664,189.8266,187.9334,185.05,184.90980000000002,185.5766,186.3666
23845,203.2232,202.8034,201.50639999999999,198.8034,196.6898,196.65000000000003,197.82999999999998,198.65
23846,189.3434,181.2,180.2932,179.0368,177.46980000000002,177.8102,179.0502,180.21980000000002
24246,408.09659999999997,409.8666,412.3166,411.7468,414.37,415.54359999999997,416.87,419.08020000000005
24248,449.7834,452.64000000000004,455.53000000000003,459.4166,460.7900000000001,461.47979999999995,466.0368,467.2066
24250,402.1868,402.65319999999997,404.8166,407.53999999999996,409.0934,410.96320000000003,411.8532,413.83000000000004
24251,389.2834,390.5132,391.36,394.56,395.6632,398.3232,399.76,400.89
24256,426.4434,430.25340000000006,430.8366,431.64979999999997,435.29679999999996,435.6700000000001,440.49659999999994,444.95680000000004
24258,369.26,366.98999999999995,368.1898,368.85,370.9234,371.4034,373.49339999999995,374.1364
24260,381.4568,382.3034,381.5502,382.9736,383.03679999999997,384.47659999999996,386.6268,387.3134
24263,428.4934,430.8032,433.93680000000006,436.69660000000005,439.47339999999997,439.7602,441.62,445.88680000000005
24265,438.32339999999994,440.93320000000006,443.52,447.30339999999995,448.62340000000006,449.4698,451.99659999999994,455.8965999999999
24266,358.4666,357.0032,358.0132,358.9566,360.7697999999999,359.7834,362.1532,363.5032
24269,409.6598,410.88680000000005,413.6134,414.0798,418.12,419.2468,420.89660000000003,423.4001999999999
24270,365.96320000000003,363.7,365.34659999999997,366.0134,367.68,367.2432,369.7998,370.9866
24271,377.65659999999997,377.58,378.553,380.63980000000004,380.96000000000004,382.9,384.2898,385.8268
24272,393.8368,396.1,397.6534,399.4468,400.70000000000005,403.22,404.4334,407.2966
24273,404.9666,406.4934,409.08320000000003,408.7966,410.7798000000001,412.4434,413.57340000000005,416.50339999999994
24277,422.68999999999994,424.6366,428.38319999999993,430.4336,433.2563999999999,433.7902,435.40340000000003,439.75999999999993
24279,419.98,422.13320000000004,424.6929999999999,424.8268,427.53000000000003,429.4634,431.4102,434.4166
24280,369.9002,367.8466,368.70660000000004,369.3502,369.9968,370.1032,372.08000000000004,373.4800000000001
24281,448.51660000000004,451.74660000000006,453.5168,457.8232,459.58020000000005,460.1232,464.16,466.7134
24282,437.9268,440.73,443.3098,447.1598000000001,448.83320000000003,449.31319999999994,451.9034,455.95680000000004
24283,379.2900000000001,379.68019999999996,380.5968,383.21000000000004,382.9468,385.2334,386.3168,387.66679999999997
24290,380.83000000000004,381.6334,381.35,383.9334,385.9532,388.0666,389.4934,390.19680000000005
