ZCTA5CE10,06:00:00,06:30:00,07:00:00,07:30:00,08:00:00,08:30:00,09:00:00,09:30:00
23457,230.2098,231.04660000000004,231.20999999999998,231.06,231.02339999999998,231.3668,233.8234,232.18979999999996
21029,59.3,64.88680000000001,71.6668,76.4532,73.4832,66.6568,60.6066,56.4798
21030,92.38,104.9268,111.5934,111.43020000000001,104.2234,96.05019999999999,88.19,82.3134
21031,93.4834,106.0832,112.99359999999999,112.08,105.37340000000002,97.1434,89.14000000000001,83.3998
21032,55.81980000000001,61.38340000000001,68.8768,71.8266,71.5602,63.666599999999995,57.38340000000001,52.656600000000005
23459,213.22020000000003,212.74020000000002,211.98999999999995,211.7766,210.82019999999997,211.9768,213.00680000000003,213.5668
23460,217.24320000000003,217.04340000000002,216.89979999999997,216.64339999999999,215.5866,215.9466,216.54340000000002,217.45659999999998
23461,222.3168,223.01639999999998,222.8132,222.35679999999996,222.4934,223.2466,223.93639999999996,224.2498
23462,204.9634,201.9266,202.20999999999998,200.73020000000002,199.6934,199.15680000000003,199.97660000000002,200.89
23464,205.3234,202.2032,202.8668,201.8766,201.22660000000002,200.47679999999997,200.86,201.86999999999998
23480,237.59320000000002,234.6166,234.18340000000003,233.23019999999997,232.42979999999997,233.89659999999998,233.79000000000002,234.01999999999998
23486,237.7566,234.7168,234.50300000000001,233.34,232.7466,234.06660000000002,233.98000000000002,233.99
23487,194.9968,190.45,189.7766,188.5864,188.31339999999997,187.76,189.48319999999998,190.08999999999997
23488,211.28000000000003,204.14659999999998,200.8332,200.29680000000002,199.11,198.19,198.8834,199.5502
23502,200.9432,197.7666,197.9298,196.51659999999998,195.7134,195.7,196.48020000000002,197.6234
23503,194.5766,186.94,186.4966,185.69,184.3966,184.29000000000002,185.1802,186.3198
21034,135.0098,142.17000000000002,139.57340000000002,129.2964,118.67339999999999,110.83,108.23679999999999,105.7068
21035,44.313199999999995,51.35,57.64300000000001,59.2266,59.506400000000006,54.6934,47.5832,43.486599999999996
21036,71.0002,76.82339999999999,83.3068,85.46020000000001,80.8868,73.54339999999999,67.5298,64.16000000000001
21658,86.30680000000001,94.3498,97.1,96.273,88.8534,81.45660000000001,76.94659999999999,75.1432
21659,146.4868,146.1132,141.9432,133.2932,128.24319999999997,125.21020000000001,124.33340000000001,123.04339999999999
21660,105.4268,110.64659999999999,112.53,109.16659999999999,100.47659999999999,95.3534,91.35000000000001,90.88680000000001
21661,147.23000000000002,148.6434,144.27339999999998,136.0466,130.61020000000002,127.3066,126.4,125.1366
21662,127.48000000000002,130.4732,129.2432,122.97319999999999,114.9836,110.57679999999998,109.2968,107.5066
23504,199.2166,195.38639999999998,195.97020000000003,195.8632,194.95,194.50000000000003,195.1866,195.82
23505,197.0466,189.85340000000002,189.35,188.70319999999998,187.5632,187.09340000000003,187.6932,189.3834
23507,200.50320000000002,197.2502,195.5066,193.26000000000002,192.0132,191.6134,193.3866,194.41660000000002
23508,199.85340000000002,196.5834,197.56,197.3566,196.39679999999998,196.21999999999997,197.5666,198.67000000000002
21663,125.38320000000002,128.2966,127.74019999999999,120.84,113.8768,109.11659999999999,107.1034,105.75999999999999
21664,142.03,143.77360000000002,141.17980000000003,132.6132,126.2634,123.71979999999999,123.0098,121.7732
21665,144.8134,145.8402,142.8302,134.26,128.01999999999998,124.7334,123.43339999999998,122.79339999999999
21666,75.27340000000001,81.38,86.43679999999999,86.8034,82.4134,73.62,68.72319999999999,65.7932
21667,141.7498,143.8734,139.55679999999998,131.15320000000003,125.45320000000001,122.05,121.39979999999998,120.0266
21668,112.89320000000001,118.9334,118.6034,113.74000000000001,105.0866,99.7532,96.8632,95.8334
21669,156.8468,156.0734,150.05,142.1968,137.7168,137.9866,135.48000000000002,134.7768
21671,151.78339999999997,151.84,145.95680000000002,139.54000000000002,133.9734,131.5,129.85660000000001,129.1968
21672,183.32680000000002,176.87679999999997,170.74,165.42,163.7298,161.92680000000001,161.25,161.37359999999998
21673,123.64320000000001,127.17,126.61659999999999,119.4066,112.55999999999999,107.92999999999999,106.28000000000002,104.83
21675,175.31,171.79659999999998,163.2532,157.5034,154.89679999999998,153.73999999999998,152.6266,152.8366
21676,140.4764,142.3168,139.8366,131.27,125.67340000000002,121.8866,120.7402,119.79
21677,157.6134,156.7134,150.0834,142.7134,138.1868,138.16000000000003,136.27339999999998,135.3632
23509,196.16320000000002,190.91320000000002,191.01000000000002,190.3634,189.29340000000002,188.48,189.3164,190.73000000000002
20036,16.753400000000003,17.043200000000002,17.3966,18.3266,18.986600000000003,20.6,23.2034,23.68
20037,10.683599999999998,10.790000000000001,10.9102,11.1898,11.793199999999999,12.1634,12.330000000000002,12.020199999999999
23881,171.0466,165.07680000000002,156.44660000000002,156.0634,154.55,152.92340000000002,153.1364,154.6234
23882,175.9334,167.82319999999999,165.0532,164.5198,162.79340000000002,160.07000000000002,159.7168,160.40320000000003
23883,189.9134,181.3866,180.46319999999997,179.2134,177.90659999999997,178.2,179.5668,180.82319999999999
23884,175.67000000000002,166.15300000000002,162.5,161.89000000000001,159.7132,157.1064,156.95659999999998,157.4332
23885,163.9066,157.77,149.6,150.7632,149.23,146.7666,145.08339999999998,145.0768
23887,201.7932,201.29000000000002,200.0632,197.32319999999999,195.4468,195.21679999999998,196.64339999999999,197.1734
23888,182.1234,172.93340000000003,169.79,169.41680000000002,167.4834,167.0932,167.1732,168.26659999999998
23889,181.94340000000003,170.5864,169.8634,168.4332,165.76659999999998,163.8366,163.3366,164.86
24055,289.8066,289.7732,289.23339999999996,288.5334,288.4466,288.17679999999996,288.15020000000004,288.01000000000005
24058,276.9432,275.26660000000004,274.04,274.9832,274.7532,275.06,275.0434,275.2236
24059,263.0898000000001,256.61,256.6466,256.34,256.6264,255.65320000000003,255.38360000000003,255.8536
20045,9.4032,9.6968,9.51,9.759799999999998,9.743199999999998,9.896600000000001,10.4566,10.503400000000001
20052,11.2634,11.420000000000002,11.45,12.0032,12.2102,12.5566,12.8332,12.8332
20053,10.0166,10.993599999999999,11.8402,13.780000000000001,13.843399999999999,14.236600000000001,13.296800000000001,12.3468
20057,12.676599999999999,12.7966,13.103399999999999,13.7166,14.9434,16.189799999999998,15.969799999999998,15.5
20064,19.2668,21.913400000000003,22.9966,25.806599999999996,26.169999999999998,27.65,27.1498,26.919999999999998
20202,7.4902,8.0366,8.0864,8.796600000000002,9.0602,9.25,9.3432,8.9932
20204,6.1802,6.909999999999999,7.363200000000001,8.5534,8.243199999999998,8.5634,7.8866,7.3268
20228,4.82,5.0001999999999995,4.7568,5.066799999999999,5.2234,5.1932,5.506600000000001,5.28
20230,7.0866,7.4666,7.253399999999999,7.553399999999999,7.4398,7.5200000000000005,8.05,8.0068
20240,9.913400000000001,10.5566,10.6368,11.4834,11.4298,11.8734,13.0702,13.053199999999999
20245,10.180000000000001,10.749999999999998,10.756799999999998,11.466800000000001,11.493199999999998,11.926399999999997,13.259800000000002,12.919799999999999
20260,8.1068,8.5232,8.6634,9.406600000000001,9.8366,10.1366,10.293199999999999,9.8466
20307,27.120000000000005,30.620000000000005,32.2166,35.82,37.58,38.2598,36.6768,36.32
20317,18.060200000000002,20.193399999999997,21.6332,24.406399999999998,24.676800000000004,25.963599999999996,25.5468,25.156599999999997
20319,12.61,13.0268,13.0434,13.9466,14.98,15.096799999999998,15.723399999999998,15.5768
24060,270.02340000000004,263.7468,262.2802,261.80340000000007,260.75,261.30000000000007,260.3666,261.1634
24064,248.8802,243.44,239.04000000000002,237.8266,238.4,236.97340000000003,237.68,237.21659999999997
20373,11.4632,12.5836,13.8168,16.853199999999998,18.1998,19.0402,16.67,14.469999999999999
20390,8.5134,9.3236,10.1732,12.4768,11.896799999999999,12.213400000000002,11.0466,10.33
20405,10.6902,11.4532,11.473400000000002,12.413400000000001,12.35,12.796800000000001,13.919999999999998,14.103399999999999
20418,9.383199999999999,9.49,9.6666,10.0,10.346799999999998,10.3834,10.8266,10.67
20427,13.48,14.186599999999999,14.320000000000002,14.9632,15.62,16.056599999999996,17.4534,17.8066
20506,10.773,11.3332,11.4934,12.2866,12.340200000000001,12.793199999999999,13.906600000000001,13.883600000000001
20510,9.486399999999998,10.5368,11.073400000000001,12.8432,12.7332,13.616399999999999,13.146599999999998,12.530199999999999
20520,9.129999999999999,9.2668,9.38,9.8268,10.059999999999999,10.2866,10.506599999999999,10.593399999999999
20535,11.3666,11.5868,11.319799999999997,11.6634,11.6568,12.1232,12.669999999999998,12.720000000000002
20540,9.14,10.0068,10.5632,12.1834,11.893199999999998,12.6,12.1634,10.966800000000001
20551,9.046600000000002,9.546800000000001,9.5668,10.173399999999999,10.2668,10.6066,11.986799999999999,11.6632
20553,7.437,8.010200000000001,8.0834,8.6268,8.8536,8.843399999999999,9.0168,8.64
20560,5.666600000000001,6.066599999999999,6.089999999999999,6.5935999999999995,6.7002,6.793200000000001,6.8302,6.4266000000000005
20565,8.7668,9.26,9.41,9.8998,10.383199999999999,10.3732,10.573400000000001,10.4
20566,10.176599999999999,10.3,10.4566,10.716800000000001,11.25,11.6798,11.870000000000001,11.5566
20593,10.4834,11.4666,12.1298,13.88,13.7768,14.2,13.1202,12.349799999999998
24065,254.9866,247.3566,245.68339999999998,244.39000000000001,244.7234,242.2032,243.21660000000003,242.8866
24066,213.99,208.48000000000002,207.04340000000002,200.9698,200.24999999999997,197.56660000000002,197.86679999999998,197.3068
24067,269.56,262.9368,262.34659999999997,262.23,260.53000000000003,260.7598,260.2036,261.10659999999996
24070,261.25660000000005,254.59680000000003,254.5734,252.62019999999998,253.2534,251.4834,252.0368,251.8466
24072,273.84659999999997,270.46999999999997,269.65,271.9866,269.2534,270.52,269.8402,270.93999999999994
24473,209.45680000000002,201.6234,202.9232,195.1368,194.9334,192.2598,193.2834,191.5066
24474,219.21679999999998,218.46660000000003,214.7666,210.59340000000003,208.1868,207.8566,206.79339999999996,207.3934
24476,187.6966,181.5532,177.4934,175.1466,169.35340000000002,167.8166,166.88000000000002,165.92360000000002
24477,186.3634,180.81,175.2066,174.5932,168.8132,168.0766,165.37679999999997,166.2966
24479,189.8798,184.39000000000001,179.2902,177.9202,172.1832,170.85,169.41,169.4234
24482,172.2734,168.57319999999999,159.58,159.4998,155.2366,151.70999999999998,148.9966,148.9068
24483,217.7234,214.6732,211.69,206.30660000000003,207.48000000000002,209.5766,208.81,209.3566
24485,197.85,189.19680000000002,189.2332,185.60340000000002,183.2802,181.16020000000003,180.92,179.5032
24486,168.02339999999998,163.0866,156.47979999999998,153.6432,150.53,144.50320000000002,143.1132,142.0032
24487,226.16,227.8666,220.79340000000002,221.5266,220.96660000000003,221.85,221.0966,220.96660000000003
24501,215.22359999999998,214.1002,213.26659999999998,213.44,213.56,215.4332,215.5134,215.5034
24502,218.65679999999998,217.74679999999998,217.02339999999998,217.53339999999997,218.60320000000002,219.5836,219.42979999999997,219.4732
24503,223.89659999999998,224.35,223.6234,224.0332,226.33360000000002,225.49679999999998,226.95,227.74
24504,210.47659999999996,208.48000000000002,207.61999999999998,207.55659999999997,207.5632,209.19,209.39000000000001,209.6166
24517,230.3834,230.95,230.08339999999998,230.6866,231.5232,232.19339999999997,233.20340000000002,234.28339999999997
24521,205.7968,202.34320000000002,201.5498,201.12,202.3766,202.3,203.3666,204.17680000000001
24522,216.2866,218.17000000000002,214.99020000000002,210.7466,209.3268,209.2968,210.51999999999998,211.14679999999998
24523,244.76979999999998,241.4364,235.69340000000003,234.88340000000002,235.9898,235.35320000000002,236.17,235.9
24526,231.7666,230.5166,225.1,225.20999999999998,223.85320000000002,224.42680000000001,224.24339999999998,224.6334
24527,269.0568,269.86,269.86679999999996,272.09340000000003,272.3068,271.8766,271.9968,273.3666
24528,227.33980000000003,226.53340000000003,221.8366,220.0734,220.8832,221.48000000000002,222.64360000000002,222.89339999999999
24529,224.0766,223.72000000000003,221.69340000000003,219.57980000000003,219.02339999999998,219.7566,220.52980000000002,221.3264
24530,276.9734,277.62,278.06980000000004,279.5,280.49,281.91999999999996,281.1732,281.30999999999995
24531,265.35999999999996,266.2134,266.47319999999996,268.3132,269.02,268.50339999999994,268.8,269.9736
24534,227.4466,226.83999999999997,222.34,218.96999999999997,220.32020000000003,221.65660000000003,221.44339999999997,221.9368
24536,233.7366,232.81,227.29360000000003,227.75660000000002,226.20020000000005,226.69,226.5734,226.72660000000002
24538,215.83,214.5966,213.64319999999998,213.8268,213.64659999999998,215.6202,215.68339999999998,215.9502
24539,239.69340000000003,236.60340000000002,232.4834,232.16680000000002,233.1334,234.24319999999997,235.26680000000002,234.64659999999998
24540,275.2136,271.3366,273.68,274.3666,274.66319999999996,274.96639999999996,275.03319999999997,275.333
24549,278.2332,278.71999999999997,279.3634,280.39340000000004,281.6498,283.3534,282.2364,282.27
24550,228.65679999999998,229.13000000000002,228.3636,228.8268,229.90659999999997,230.9,232.0132,233.02000000000004
24551,234.54659999999998,234.46659999999997,233.95999999999998,235.40339999999998,237.38340000000002,237.2768,237.1132,236.96999999999997
24553,212.73000000000002,214.34319999999997,210.9864,206.9966,205.84,205.9834,207.1402,207.74320000000003
24554,248.1434,247.2032,247.5134,249.4034,250.90680000000003,250.15319999999997,250.15320000000003,249.69
24555,212.0698,206.3034,204.9634,199.44,199.0966,196.3066,196.8768,196.0268
24556,235.19340000000003,235.52659999999997,235.93,237.5734,238.79340000000002,238.8366,238.4798,238.28339999999997
24557,255.71639999999996,254.9366,255.7466,257.0198,257.8136,258.7966,259.8732,259.3
24558,239.97679999999997,236.7868,232.74,232.4668,233.89659999999998,235.0102,235.72000000000003,234.7366
24562,195.2366,186.0866,184.7398,183.55,183.03339999999997,184.20340000000002,185.06,185.92000000000002
24563,244.85660000000001,244.10340000000002,245.00320000000002,245.0,247.22979999999998,246.9466,246.8834,246.5768
24565,259.9534,256.24339999999995,255.7968,257.3568,259.31,260.4268,260.2134,260.02
24566,259.9664,254.8768,252.9966,254.32019999999997,254.7102,255.89660000000003,255.5964,256.5132
24569,243.6932,242.7466,243.0366,244.27000000000004,246.1634,245.50979999999998,245.57979999999998,244.64000000000001
24570,239.46020000000004,238.95659999999998,239.1464,239.39339999999999,241.73319999999998,241.5166,241.0034,240.79340000000002
24571,251.4668,250.9266,251.62000000000003,253.4768,254.28339999999997,255.43999999999997,256.46000000000004,255.7866
24572,207.3268,202.69660000000002,202.3634,201.45,202.4168,202.5434,203.1898,203.9632
24574,227.82319999999999,228.7632,222.2234,221.32,220.3866,221.4532,219.79340000000002,220.3732
24577,244.1302,240.45680000000002,236.83340000000004,237.9868,239.84340000000003,239.9634,240.15,240.6066
24578,214.8834,210.75320000000002,208.3234,202.25339999999997,201.92,200.5132,199.61,200.12
24579,218.9366,215.58339999999998,212.64659999999998,206.5366,206.35320000000002,206.44,205.27339999999998,205.89319999999998
24580,227.917,226.6734,224.57000000000002,222.66680000000002,222.3,223.53999999999996,223.9232,224.0936
24581,196.07340000000002,190.5034,189.5366,188.1032,190.01,190.77980000000002,192.2302,192.08339999999998
24588,222.0564,222.5332,221.4266,221.93340000000003,223.8266,223.42,224.7366,225.36999999999998
24589,230.3098,229.72359999999998,224.59980000000002,222.6332,223.60999999999999,223.79340000000002,224.8668,224.81019999999998
24590,179.77339999999998,171.10340000000002,165.27979999999997,165.3534,163.95340000000002,164.6666,165.38320000000002,166.4898
24592,243.8366,240.30339999999995,236.36999999999998,236.6002,237.64659999999998,238.65640000000002,239.0036,238.07
24593,223.1366,222.66319999999996,218.48320000000004,215.16660000000002,216.35319999999996,217.6966,217.7968,218.3466
24594,259.55,256.10659999999996,253.2464,255.16680000000002,256.1868,256.21320000000003,256.14340000000004,256.2098
24595,202.68339999999998,197.60660000000001,197.6998,196.42680000000001,197.1066,197.59339999999997,198.2366,199.51319999999998
24597,254.9934,250.6234,247.2732,249.0432,250.43339999999998,250.2198,250.60339999999997,250.59
24598,242.89020000000005,240.97660000000002,238.0366,237.97999999999996,238.2232,239.2268,239.65679999999998,239.40680000000003
24599,195.7264,188.08319999999998,186.84,185.74319999999997,186.6032,187.1836,188.4998,188.7966
24601,371.51660000000004,370.22020000000003,371.65999999999997,372.76660000000004,374.98999999999995,376.82320000000004,378.57980000000003,379.6934
24602,373.55,372.6666,373.6966,374.83320000000003,377.10659999999996,379.64000000000004,380.88660000000004,381.9866
24603,416.05339999999995,418.09979999999996,420.1268,418.5032,422.19660000000005,422.87660000000005,424.33320000000003,427.92660000000006
24605,344.5234,345.01000000000005,345.34340000000003,346.49660000000006,347.51000000000005,347.7898,349.1402,350.8266
24606,350.55,349.2098,351.2334000000001,351.3268,353.4832,353.42,355.3266,356.91999999999996
24607,431.34,433.43999999999994,433.9132000000001,436.0400000000001,438.4599999999999,439.0702,444.42339999999996,448.0766
24609,362.40659999999997,360.7732,362.77660000000003,363.34000000000003,364.14340000000004,363.6834,366.58,368.4932
24612,366.5164,364.72659999999996,366.2134,367.68,368.0734,368.2166,370.5968,371.9102
24613,335.8366,336.16679999999997,334.7,336.4402,338.07000000000005,338.64,338.5902,340.48339999999996
24614,409.20660000000004,408.0934,411.63980000000004,411.38,412.5233999999999,414.7066,415.2332,418.9766000000001
24620,396.7566,397.64639999999997,398.1366,399.88680000000005,401.30339999999995,402.81980000000004,404.38,406.73
24622,378.5432,379.8598,379.89,381.5,382.54639999999995,383.98639999999995,385.7134,386.7166
24628,419.62000000000006,422.5566,422.8436,422.9198,426.21000000000004,427.6768,430.2665999999999,433.1068
